Respondent_ID,Q1_Age_Group,Q2_Marital_Dependent_Status,Q3_City_Tier,Q4_Financial_Dependents,Q5_Employment_Status,Q6_Monthly_Income,Q7_Income_Stability,Q8_Monthly_Expenditure,Q9_Top_Spending_Categories,Q10_Impulse_Purchase_Frequency,Q11_Spending_Triggers,Q12_Active_Subscriptions,Q13_Statement_Review_Frequency,Q14_Financial_Goals,Q15_Savings_Percentage,Q16_Financial_Challenges,Q17_Financial_Confidence,Q18_Financial_Stress_Level,Q19_Budget_Behavior,Q20_Finance_App_Usage,Q21_Financial_Literacy,Q22_Digital_Comfort_Level,Q23_Preferred_Features,Q24_Willingness_To_Pay,Q25_BudgetLife_Interest,Persona_Tag
R1958,35–44,"Single, with dependents",Metro (Tier 1),4+,Salaried (Private),"₹1,00,001–₹2,00,000",Mostly stable with some variation,"₹50,001–₹1,00,000","EMIs & Loan Repayments|Subscriptions (OTT, Gym, etc.)",Rarely (1–2 times/month),"Flash sales, discounts & offers",3–5,Monthly,Build Emergency Fund|Children's Education|Retirement Planning,Above 30%,Overspending|High EMIs or Debt,3 – Moderately confident,3 – Sometimes,"Yes, loosely","Yes, currently using one",4 – High,Somewhat comfortable,Predictive Budget Alerts & Spending Forecasts,₹200–₹499,Maybe,Middle-Income Family Provider
R1959,45–54,Joint family (supporting elders),Metro (Tier 1),3,Freelancer or Gig Worker,"₹50,001–₹1,00,000",Highly unpredictable,"₹25,001–₹50,000",Groceries & Food,Rarely (1–2 times/month),Emotional stress or boredom|I rarely spend impulsively,None,Quarterly,Children's Education,11–20%,High Cost of Living,4 – Very confident,2 – Rarely,"Yes, strictly",Used before but stopped,2 – Low,Neutral,Automatic Expense Tracking & Smart Categorization,₹49–₹99,Probably No,Small Town Conservative Saver
R1960,25–34,"Single, no dependents",Metro (Tier 1),1,Freelancer or Gig Worker,"₹50,001–₹1,00,000",Mostly stable with some variation,"₹25,001–₹50,000",Entertainment & Dining Out|Shopping & Fashion|Transportation,Sometimes (3–5 times/month),Celebrations or festivals|Emotional stress or boredom,6+,Rarely,Build Emergency Fund|Pay Off Debt,1–10%,High Cost of Living,3 – Moderately confident,4 – Often,"No, but I want to","No, never used one",3 – Average,Somewhat comfortable,AI Savings Recommendations & Goal Engine|Financial Health Score with Peer Benchmarking|Predictive Budget Alerts & Spending Forecasts,₹49–₹99,Probably Yes,Gig Worker / Irregular Income
R1961,25–34,"Married, with children",Tier 2,1,Freelancer or Gig Worker,"₹1,00,001–₹2,00,000",Very stable (fixed salary),"₹50,001–₹1,00,000",Entertainment & Dining Out,Often (6+ times/month),"Convenience (food delivery, cabs, etc.)|Social pressure or peer influence",3–5,Weekly,"Save for Major Purchase (Home, Car)|Save for Vacation",1–10%,High Cost of Living|Overspending,5 – Extremely confident,3 – Sometimes,"Yes, strictly","Yes, currently using one",2 – Low,Neutral,Automatic Expense Tracking & Smart Categorization,₹49–₹99,Probably Yes,Young Urban Professional
R1962,35–44,Joint family (supporting elders),Tier 2,3,Salaried (Government),"₹1,00,001–₹2,00,000",Very stable (fixed salary),"₹25,001–₹50,000",EMIs & Loan Repayments|Education|Rent & Housing,Sometimes (3–5 times/month),"Convenience (food delivery, cabs, etc.)",3–5,Rarely,Children's Education|Pay Off Debt|Retirement Planning,11–20%,Overspending|Unexpected Expenses,5 – Extremely confident,5 – Almost always,"No, and I don't plan to","No, never used one",4 – High,Neutral,Subscription & Money Leak Detection,₹500+,Probably Yes,Middle-Income Family Provider
R1963,35–44,Joint family (supporting elders),Tier 2,3,Unemployed,"Below ₹20,000",Irregular but manageable,"Below ₹10,000",Groceries & Food|Other,Sometimes (3–5 times/month),Celebrations or festivals,1–2,Quarterly,No Specific Goal|Retirement Planning,1–10%,Unexpected Expenses,4 – Very confident,5 – Almost always,"Yes, strictly","No, never used one",3 – Average,Neutral,Subscription & Money Leak Detection,₹100–₹199,Maybe,Retired / Senior Citizen
R1964,45–54,"Married, with children",Metro (Tier 1),2,Self-employed,"₹50,001–₹1,00,000",Very stable (fixed salary),"₹50,001–₹1,00,000",EMIs & Loan Repayments|Groceries & Food,Rarely (1–2 times/month),"Convenience (food delivery, cabs, etc.)|Flash sales, discounts & offers",1–2,Quarterly,Pay Off Debt,11–20%,Overspending|Unexpected Expenses,5 – Extremely confident,4 – Often,"Yes, loosely","No, never used one",3 – Average,Somewhat comfortable,Predictive Budget Alerts & Spending Forecasts,₹500+,Definitely Yes,Middle-Income Family Provider
R1965,45–54,"Married, with children",Tier 2,1,Retired,"₹20,001–₹50,000",Highly unpredictable,"₹10,001–₹25,000",EMIs & Loan Repayments|Groceries & Food,Often (6+ times/month),Emotional stress or boredom|Social pressure or peer influence,6+,Monthly,Build Emergency Fund|Children's Education|Save for Vacation,11–20%,High Cost of Living,1 – Not confident at all,3 – Sometimes,"No, and I don't plan to","No, never used one",1 – Very Low,Very uncomfortable,AI Savings Recommendations & Goal Engine|Financial Health Score with Peer Benchmarking,₹49–₹99,Probably No,Small Town Conservative Saver
R1966,55+,Joint family (supporting elders),Tier 2,2,Salaried (Government),"₹50,001–₹1,00,000",Very stable (fixed salary),"Below ₹10,000",Transportation,Sometimes (3–5 times/month),"Celebrations or festivals|Flash sales, discounts & offers",3–5,Quarterly,Children's Education|Retirement Planning,1–10%,Lack of Financial Knowledge|Low or Irregular Income,4 – Very confident,2 – Rarely,"No, but I want to","No, never used one",3 – Average,Neutral,AI Savings Recommendations & Goal Engine,₹0 (Free only),Definitely No,Small Town Conservative Saver
R1967,18–24,"Single, no dependents",Metro (Tier 1),0,Salaried (Private),"₹20,001–₹50,000",Very stable (fixed salary),"₹10,001–₹25,000",EMIs & Loan Repayments|Entertainment & Dining Out|Healthcare,Often (6+ times/month),"Convenience (food delivery, cabs, etc.)|Social media influence",1–2,Monthly,Invest & Grow Wealth,1–10%,Lack of Financial Knowledge,4 – Very confident,2 – Rarely,"Yes, strictly","No, never used one",4 – High,Neutral,Financial Health Score with Peer Benchmarking,₹200–₹499,Definitely Yes,Young Urban Professional
R1968,45–54,"Married, with children",Tier 2,2,Salaried (Private),"₹50,001–₹1,00,000",Mostly stable with some variation,"₹25,001–₹50,000",EMIs & Loan Repayments|Education|Groceries & Food,Often (6+ times/month),Social media influence,1–2,Weekly,Build Emergency Fund|Children's Education,11–20%,High Cost of Living|Overspending,3 – Moderately confident,4 – Often,"Yes, loosely","Yes, currently using one",4 – High,Neutral,Automatic Expense Tracking & Smart Categorization|Predictive Budget Alerts & Spending Forecasts|Subscription & Money Leak Detection,₹0 (Free only),Probably Yes,Middle-Income Family Provider
R1969,18–24,"Married, no children",Metro (Tier 1),0,Student,"Below ₹20,000",Very stable (fixed salary),"₹10,001–₹25,000",Entertainment & Dining Out|Groceries & Food|Shopping & Fashion,Sometimes (3–5 times/month),Social media influence|Social pressure or peer influence,1–2,Quarterly,No Specific Goal|Save for Vacation,11–20%,Lack of Financial Knowledge|Low or Irregular Income,5 – Extremely confident,3 – Sometimes,"No, but I want to","No, never used one",3 – Average,Somewhat comfortable,AI Savings Recommendations & Goal Engine|Financial Health Score with Peer Benchmarking|Predictive Budget Alerts & Spending Forecasts,₹0 (Free only),Definitely Yes,College Student / Early Career
R1970,25–34,"Married, no children",Metro (Tier 1),1,Salaried (Private),"₹50,001–₹1,00,000",Mostly stable with some variation,"₹25,001–₹50,000",EMIs & Loan Repayments|Groceries & Food|Rent & Housing,Rarely (1–2 times/month),"Convenience (food delivery, cabs, etc.)|Flash sales, discounts & offers",1–2,Quarterly,"Pay Off Debt|Save for Major Purchase (Home, Car)",0% (No savings),Low or Irregular Income|Overspending,5 – Extremely confident,3 – Sometimes,"No, and I don't plan to",Used before but stopped,2 – Low,Very comfortable,Automatic Expense Tracking & Smart Categorization,₹0 (Free only),Probably Yes,Young Urban Professional
R1971,35–44,"Single, no dependents",Rural,0,Salaried (Private),"₹20,001–₹50,000",Very stable (fixed salary),"₹10,001–₹25,000",Entertainment & Dining Out|Healthcare,Often (6+ times/month),Celebrations or festivals|Emotional stress or boredom,3–5,Quarterly,"Save for Major Purchase (Home, Car)",1–10%,No Budgeting Discipline|Overspending,3 – Moderately confident,3 – Sometimes,"No, but I want to",Used before but stopped,2 – Low,Neutral,Automatic Expense Tracking & Smart Categorization|Predictive Budget Alerts & Spending Forecasts,₹100–₹199,Probably Yes,Young Urban Professional
R1972,25–34,"Single, with dependents",Tier 3,0,Freelancer or Gig Worker,"Below ₹20,000",Very stable (fixed salary),"₹10,001–₹25,000",EMIs & Loan Repayments|Entertainment & Dining Out|Groceries & Food,Rarely (1–2 times/month),"Celebrations or festivals|Convenience (food delivery, cabs, etc.)",6+,Monthly,Build Emergency Fund,21–30%,Low or Irregular Income|Unexpected Expenses,2 – Slightly confident,3 – Sometimes,"No, but I want to","Yes, currently using one",3 – Average,Somewhat comfortable,AI Savings Recommendations & Goal Engine|Automatic Expense Tracking & Smart Categorization,₹49–₹99,Probably Yes,Gig Worker / Irregular Income
R1973,18–24,"Single, no dependents",Metro (Tier 1),1,Freelancer or Gig Worker,"Above ₹2,00,000",Irregular but manageable,"₹10,001–₹25,000",Education|Entertainment & Dining Out|Rent & Housing,Never,I rarely spend impulsively,None,Rarely,No Specific Goal,Above 30%,Lack of Financial Knowledge|Low or Irregular Income,3 – Moderately confident,5 – Almost always,"No, but I want to","No, never used one",4 – High,Neutral,AI Savings Recommendations & Goal Engine|Predictive Budget Alerts & Spending Forecasts,₹100–₹199,Maybe,College Student / Early Career
R1974,35–44,"Married, with children",Tier 2,1,Salaried (Government),"₹20,001–₹50,000",Very stable (fixed salary),"₹10,001–₹25,000","EMIs & Loan Repayments|Groceries & Food|Subscriptions (OTT, Gym, etc.)",Sometimes (3–5 times/month),"Flash sales, discounts & offers",None,Quarterly,"Build Emergency Fund|Children's Education|Save for Major Purchase (Home, Car)",0% (No savings),High Cost of Living|High EMIs or Debt,3 – Moderately confident,3 – Sometimes,"Yes, loosely","No, never used one",3 – Average,Somewhat comfortable,AI Savings Recommendations & Goal Engine|Automatic Expense Tracking & Smart Categorization|Predictive Budget Alerts & Spending Forecasts,₹500+,Probably No,Middle-Income Family Provider
R1975,35–44,"Single, no dependents",Metro (Tier 1),0,Salaried (Private),"Below ₹20,000",Irregular but manageable,"Below ₹10,000",Entertainment & Dining Out,Sometimes (3–5 times/month),"Convenience (food delivery, cabs, etc.)|Flash sales, discounts & offers",1–2,Rarely,No Specific Goal,1–10%,Lack of Financial Knowledge|Low or Irregular Income,3 – Moderately confident,3 – Sometimes,"No, but I want to","No, never used one",1 – Very Low,Very uncomfortable,Financial Health Score with Peer Benchmarking|Subscription & Money Leak Detection,₹49–₹99,Maybe,College Student / Early Career
R1976,25–34,"Married, no children",Metro (Tier 1),2,Unemployed,"₹20,001–₹50,000",Very stable (fixed salary),"₹10,001–₹25,000","Groceries & Food|Subscriptions (OTT, Gym, etc.)",Rarely (1–2 times/month),Celebrations or festivals|Emotional stress or boredom,3–5,Weekly,"Build Emergency Fund|Save for Major Purchase (Home, Car)|Save for Vacation",1–10%,Overspending,4 – Very confident,3 – Sometimes,"Yes, loosely","No, never used one",3 – Average,Very comfortable,Automatic Expense Tracking & Smart Categorization|Subscription & Money Leak Detection,₹100–₹199,Probably Yes,Aspiring Digital-First Millennial
R1977,18–24,"Married, no children",Metro (Tier 1),0,Freelancer or Gig Worker,"Below ₹20,000",Very stable (fixed salary),"Below ₹10,000","Groceries & Food|Shopping & Fashion|Subscriptions (OTT, Gym, etc.)",Often (6+ times/month),"Flash sales, discounts & offers|Social media influence",6+,Weekly,Build Emergency Fund|Save for Vacation,11–20%,Overspending,3 – Moderately confident,2 – Rarely,"Yes, loosely","No, never used one",3 – Average,Somewhat comfortable,Financial Health Score with Peer Benchmarking|Predictive Budget Alerts & Spending Forecasts,₹49–₹99,Probably Yes,College Student / Early Career
R1978,35–44,"Married, with children",Metro (Tier 1),3,Self-employed,"₹50,001–₹1,00,000",Mostly stable with some variation,"Above ₹1,00,000",Education|Groceries & Food|Transportation,Rarely (1–2 times/month),"Emotional stress or boredom|Flash sales, discounts & offers",3–5,Rarely,Pay Off Debt,21–30%,High Cost of Living|Low or Irregular Income,2 – Slightly confident,1 – Never,"No, but I want to","No, never used one",2 – Low,Very comfortable,Financial Health Score with Peer Benchmarking|Subscription & Money Leak Detection,₹49–₹99,Probably Yes,Middle-Income Family Provider
R1979,55+,"Married, with children",Metro (Tier 1),4+,Retired,"Above ₹2,00,000",Very stable (fixed salary),"₹10,001–₹25,000","Subscriptions (OTT, Gym, etc.)",Rarely (1–2 times/month),"Celebrations or festivals|Flash sales, discounts & offers",1–2,Quarterly,Build Emergency Fund,1–10%,High Cost of Living|Low or Irregular Income,2 – Slightly confident,3 – Sometimes,"No, and I don't plan to","No, never used one",1 – Very Low,Very uncomfortable,Predictive Budget Alerts & Spending Forecasts,₹49–₹99,Probably Yes,Retired / Senior Citizen
R1980,55+,"Married, no children",Tier 3,1,Retired,"₹1,00,001–₹2,00,000",Highly unpredictable,"₹10,001–₹25,000",Groceries & Food|Shopping & Fashion|Transportation,Rarely (1–2 times/month),Celebrations or festivals|I rarely spend impulsively,3–5,Never,Build Emergency Fund|Retirement Planning,Above 30%,Unexpected Expenses,3 – Moderately confident,3 – Sometimes,"No, but I want to","No, never used one",4 – High,Very uncomfortable,Automatic Expense Tracking & Smart Categorization|Predictive Budget Alerts & Spending Forecasts,₹100–₹199,Definitely Yes,Retired / Senior Citizen
R1981,35–44,"Married, no children",Metro (Tier 1),0,Salaried (Private),"₹1,00,001–₹2,00,000",Mostly stable with some variation,"₹50,001–₹1,00,000","Entertainment & Dining Out|Shopping & Fashion|Subscriptions (OTT, Gym, etc.)",Often (6+ times/month),Social media influence,3–5,Weekly,Build Emergency Fund|Invest & Grow Wealth,1–10%,No Budgeting Discipline,2 – Slightly confident,3 – Sometimes,"Yes, loosely","Yes, currently using one",3 – Average,Very comfortable,AI Savings Recommendations & Goal Engine|Predictive Budget Alerts & Spending Forecasts,₹49–₹99,Probably Yes,Young Urban Professional
R1982,25–34,Joint family (supporting elders),Metro (Tier 1),3,Salaried (Private),"Below ₹20,000",Highly unpredictable,"₹25,001–₹50,000",EMIs & Loan Repayments|Entertainment & Dining Out|Transportation,Sometimes (3–5 times/month),"Emotional stress or boredom|Flash sales, discounts & offers",6+,Quarterly,Build Emergency Fund|No Specific Goal|Retirement Planning,11–20%,Low or Irregular Income|Overspending,2 – Slightly confident,4 – Often,"No, but I want to","No, never used one",4 – High,Neutral,AI Savings Recommendations & Goal Engine|Automatic Expense Tracking & Smart Categorization|Financial Health Score with Peer Benchmarking,₹0 (Free only),Probably Yes,Gig Worker / Irregular Income
R1983,25–34,"Married, with children",Metro (Tier 1),1,Salaried (Government),"₹50,001–₹1,00,000",Mostly stable with some variation,"₹50,001–₹1,00,000",Education|Groceries & Food|Transportation,Often (6+ times/month),"Celebrations or festivals|Convenience (food delivery, cabs, etc.)",3–5,Quarterly,Children's Education,1–10%,High Cost of Living|No Budgeting Discipline,2 – Slightly confident,4 – Often,"No, but I want to",Used before but stopped,2 – Low,Somewhat comfortable,AI Savings Recommendations & Goal Engine|Subscription & Money Leak Detection,₹0 (Free only),Definitely Yes,Middle-Income Family Provider
